op,n,mean_us,median_us,std_us,p95_us,p99_us,max_us
array_read,500000,0.02897357940674523,0.0,0.4577228960682324,0.0,0.953674316406,166.893005371
array_write,500000,0.032608032226570285,0.0,0.19178456425138457,0.0,0.953674316406,25.0339508057
heap_read,500000,0.03999233245850562,0.0,0.20396214847738334,0.0,0.953674316406,18.1198120117
heap_write,500000,0.03413200378418737,0.0,0.18736764590604923,0.0,0.953674316406,15.020370483399999
map_read,500000,0.045815944671641455,0.0,0.2733122336061156,0.0,0.953674316406,111.818313599
map_write,500000,0.04527044296265508,0.0,0.3906153340294316,0.0,0.953674316406,125.16975402800001
